Time_UNIT_sec,INS.Accel.A_x_UNIT_m/s2,INS.Accel.A_y_UNIT_m/s2,INS.Accel.A_z_UNIT_m/s2,INS.Gyro.p_UNIT_deg/s,INS.Gyro.q_UNIT_deg/s,INS.Gyro.r_UNIT_deg/s,INS.Euler.Roll_UNIT_deg,INS.Euler.Pitch_UNIT_deg,INS.Euler.Yaw_UNIT_deg,INS.GPS.P_n_UNIT_m_FRAME_O,INS.GPS.P_e_UNIT_m_FRAME_O,INS.GPS.P_d_UNIT_m_FRAME_O,INS.GPS.V_n_UNIT_m/s_FRAME_O,INS.GPS.V_e_UNIT_m/s_FRAME_O,INS.GPS.V_d_UNIT_m/s_FRAME_O,Airdata.Vair_UNIT_m/s,Airdata.AoA_UNIT_deg,Airdata.AoS_UNIT_deg
711.62,-1.50654,-0.56271476,-22.56075,-1.0673619,54.648835,11.665634,16.96164,-18.605587,-130.89952,67.449388,-152.37706,-48.404656,-15.627637,-19.434882,7.84273,24.909925,-0.40246577,0.45114686
711.63,-1.4043121,-0.71985649,-23.66858,1.2104078,56.36995,11.13556,16.863208,-18.109496,-130.60754,67.289289,-152.57069,-48.289152,-15.617831,-19.520787,7.7205489,24.92925,-0.18642849,0.38080938
711.64,-1.4269833,-0.68689168,-24.674451,2.824059,58.227256,11.293345,16.821865,-17.599925,-130.33631,67.129869,-152.76591,-48.163448,-15.607751,-19.60381,7.5926046,24.944638,0.027618606,0.32708349
711.65,-1.3350408,-0.56970235,-25.575676,3.2245406,59.852388,12.241109,16.788848,-17.055813,-130.0533,66.971107,-152.96275,-48.071178,-15.595847,-19.687899,7.4567829,24.958604,0.25999145,0.27307221
711.66,-1.2653353,-0.28170801,-26.32869,3.5574555,61.395372,13.329849,16.702235,-16.509048,-129.72581,66.811762,-153.16012,-47.955017,-15.580342,-19.783556,7.3081394,24.97665,0.47041574,0.1878893
711.67,-1.3460558,-0.17236662,-26.802818,3.615171,62.526902,13.612667,16.640842,-15.966046,-129.39691,66.652582,-153.35877,-47.829014,-15.560768,-19.878485,7.1549425,24.991691,0.66889004,0.10211898
711.68,-1.5277381,-0.13939129,-26.933259,3.5431282,63.847223,12.881435,16.623406,-15.39624,-129.07812,66.494488,-153.55951,-47.686111,-15.535359,-19.971198,7.0031013,25.002558,0.8947673,0.043341987
711.69,-1.5563778,-0.10968299,-27.181998,2.9110107,65.343823,12.12562,16.566185,-14.812122,-128.76681,66.336049,-153.76133,-47.555585,-15.511792,-20.055802,6.8445964,25.00881,1.1260308,-0.025677295
711.7,-1.5527831,-0.065179586,-27.503194,2.2585203,66.419338,11.910662,16.495617,-14.210951,-128.45412,66.177848,-153.96444,-47.458192,-15.481091,-20.142602,6.6876988,25.014903,1.3743874,-0.076505847
711.71,-1.6312419,0.054803162,-27.770931,2.714082,66.862193,11.949561,16.450674,-13.599669,-128.14477,66.019856,-154.16858,-47.360978,-15.451575,-20.233308,6.522234,25.023825,1.6107543,-0.12587477
711.72,-1.8265159,-0.048844568,-28.047571,3.1002435,66.189694,11.800483,16.410801,-12.987453,-127.82685,65.862522,-154.37378,-47.332346,-15.416568,-20.317843,6.3564094,25.027258,1.8535455,-0.18164483
711.73,-1.9073975,-0.028775155,-28.149472,2.9925647,64.702032,11.498955,16.376612,-12.386945,-127.51633,65.705674,-154.57985,-47.306781,-15.377056,-20.396183,6.1881527,25.02387,2.0827161,-0.2361654
711.74,-1.7185813,0.032992984,-28.323943,2.7518437,62.640043,11.228296,16.340831,-11.809368,-127.22753,65.548424,-154.78735,-47.263823,-15.338118,-20.470863,6.0134718,25.018731,2.2733283,-0.28956311
711.75,-1.3664469,0.17586061,-28.502578,3.2412497,60.112593,10.857371,16.312686,-11.246973,-126.94533,65.391594,-154.99569,-47.232131,-15.296551,-20.553086,5.8442374,25.02033,2.4526796,-0.32429838
711.76,-1.1225615,0.2730294,-28.514585,5.4272858,56.910138,10.443901,16.282649,-10.709922,-126.6613,65.234963,-155.20461,-47.190459,-15.255285,-20.63562,5.6709985,25.022538,2.6000402,-0.37241864
711.77,-1.2815639,0.13158829,-28.418064,7.4819898,53.856172,10.51203,16.295354,-10.204682,-126.40677,65.079071,-155.41428,-47.084861,-15.211177,-20.718476,5.4971023,25.022373,2.7079358,-0.3950723
711.78,-1.3985665,-0.047523118,-28.298855,9.2087906,51.6392,10.723253,16.373444,-9.7462085,-126.17295,64.922941,-155.62405,-46.970741,-15.167608,-20.793685,5.3261229,25.018336,2.7785569,-0.41854098
711.79,-1.3184469,-0.17150242,-28.324955,10.141731,50.750581,10.819141,16.41331,-9.292278,-125.90772,64.765685,-155.83421,-46.861737,-15.120011,-20.857926,5.1556297,25.007085,2.8614622,-0.48361582
711.8,-1.1203658,-0.16049295,-28.504162,10.189143,50.752432,10.050508,16.47084,-8.8400013,-125.65042,64.609114,-156.04475,-46.740797,-15.075922,-20.929949,4.981825,25.003624,2.9287025,-0.53921009
711.81,-1.0376454,-0.33557947,-28.713246,9.290501,50.292391,8.5408566,16.551444,-8.3765789,-125.41543,64.453975,-156.25583,-46.665382,-15.030023,-21.005479,4.8056376,25.001426,2.9919529,-0.56015945
711.82,-1.3371096,-0.4609587,-28.670085,7.1364983,49.878805,7.4565667,16.626369,-7.913191,-125.2026,64.299119,-156.46634,-46.579181,-14.980524,-21.076814,4.6300306,24.993783,3.0528099,-0.55897328
711.83,-1.6834739,-0.39019801,-28.476088,4.7306844,49.68856,6.9956853,16.633749,-7.4665763,-124.99413,64.143489,-156.67603,-46.476409,-14.934525,-21.134037,4.4482727,24.976736,3.0942824,-0.59226706
711.84,-1.5932431,-0.10881755,-28.420225,3.2646922,49.727316,6.5159685,16.637527,-7.0113503,-124.78119,63.988399,-156.88631,-46.386034,-14.87847,-21.19021,4.274865,24.955837,3.1601057,-0.60425554
711.85,-1.2652494,0.32913285,-28.325388,3.3455474,49.386284,5.6161271,16.645411,-6.5468668,-124.57141,63.834375,-157.09744,-46.33191,-14.817112,-21.249202,4.1046717,24.935923,3.235915,-0.59307296
711.86,-0.90522524,0.42177778,-28.359139,3.5052969,48.452333,4.7592716,16.657735,-6.0840521,-124.38207,63.681532,-157.30889,-46.25512,-14.759117,-21.320109,3.9294444,24.926503,3.2859645,-0.55659699
711.87,-0.840381,0.39866012,-28.202151,3.3658886,46.97225,4.0539272,16.678253,-5.6448533,-124.21063,63.529678,-157.52045,-46.185445,-14.698738,-21.383423,3.7603668,24.911101,3.3255011,-0.50904013
711.88,-0.9875264,0.30306962,-27.853517,2.566567,45.607507,3.7152145,16.697409,-5.2096458,-124.03367,63.378507,-157.73253,-46.145396,-14.641051,-21.445263,3.5877689,24.897419,3.3560833,-0.47631195
711.89,-1.0686557,0.20339285,-27.486054,1.4434997,44.938609,3.6995971,16.707736,-4.7923893,-123.87316,63.227903,-157.94479,-46.097129,-14.576688,-21.499769,3.4233131,24.876346,3.384174,-0.42473375
711.9,-1.1256196,0.097257588,-27.139754,1.1888539,44.713304,3.872145,16.695001,-4.3792731,-123.71452,63.078123,-158.15723,-46.078825,-14.516866,-21.55339,3.2598432,24.858758,3.4109446,-0.38170529
711.91,-0.96959263,-0.04595856,-27.009325,1.9430007,45.051891,3.9970492,16.682524,-3.960948,-123.5446,62.929232,-158.36919,-46.05829,-14.456497,-21.602022,3.101404,24.837625,3.4593177,-0.34875897
711.92,-0.99170902,-0.14781459,-26.840355,2.7132732,45.192205,3.725388,16.706316,-3.5395762,-123.36773,62.780745,-158.58098,-46.042032,-14.397015,-21.649057,2.9402463,24.816465,3.5075298,-0.32476875
711.93,-0.95892261,-0.41532477,-26.786453,2.067084,45.08764,3.1941992,16.741293,-3.1120754,-123.20576,62.632581,-158.7922,-46.022249,-14.337858,-21.699272,2.7790191,24.798568,3.5550186,-0.28107297
711.94,-1.0442929,-0.65508024,-26.533322,0.43018448,45.154923,2.7485953,16.749804,-2.6930889,-123.05409,62.483955,-159.00346,-46.033707,-14.276385,-21.738194,2.623328,24.772841,3.608343,-0.23796811
711.95,-1.0501816,-1.0222914,-26.36202,-1.2173374,45.396493,2.6243498,16.720269,-2.2710935,-122.89852,62.334607,-159.21484,-46.043196,-14.223066,-21.776309,2.4610266,24.751903,3.6545054,-0.22236052
711.96,-0.88654947,-1.3578682,-26.618745,-2.3278925,45.225394,2.2721999,16.701622,-1.8374176,-122.73895,62.183903,-159.42664,-46.046212,-14.164887,-21.808629,2.3086809,24.726704,3.7360118,-0.20056386
711.97,-0.87070138,-1.6115107,-26.934614,-3.9184054,43.88797,1.879062,16.67378,-1.4037162,-122.58418,62.032732,-159.6393,-46.100413,-14.11548,-21.842023,2.1485686,24.708822,3.8014255,-0.19558554
711.98,-0.86856012,-2.0084011,-27.28931,-6.8385266,42.010043,1.7575638,16.632066,-0.99348057,-122.45233,61.883191,-159.85309,-46.172309,-14.061516,-21.87441,1.9747097,24.686118,3.8047488,-0.1758176
711.99,-1.0683824,-2.1211917,-27.231313,-10.15975,40.894105,1.7994434,16.54086,-0.61768384,-122.32254,61.733009,-160.0653,-46.211863,-14.008039,-21.899739,1.8043326,24.657917,3.7861271,-0.17669966
712,-1.007398,-2.1550881,-26.938745,-13.693917,40.448658,1.8691116,16.413895,-0.24258175,-122.18522,61.582132,-160.27731,-46.234334,-13.959831,-21.920264,1.6344518,24.63009,3.7745309,-0.2050289
712.01,-0.82749371,-2.0123078,-26.826688,-17.53443,39.86308,1.6583042,16.267725,0.15569842,-122.0503,61.430498,-160.49096,-46.284321,-13.904316,-21.938996,1.473173,24.6014,3.8000456,-0.21015837
712.02,-0.69717782,-1.8212795,-26.660564,-22.822143,38.367122,1.6124078,16.081127,0.53369897,-121.92817,61.279141,-160.70426,-46.323672,-13.855197,-21.964615,1.30783,24.582484,3.7924911,-0.21840896
712.03,-0.6868864,-1.9546678,-26.50005,-29.332037,35.78598,2.0911904,15.831867,0.88458991,-121.8141,61.127701,-160.91748,-46.365073,-13.800287,-21.987299,1.1418393,24.55947,3.7530774,-0.22426864
712.04,-0.79824796,-2.0774616,-26.287099,-35.837488,33.023571,2.3875049,15.495965,1.2144243,-121.69574,60.97609,-161.13043,-46.380557,-13.748655,-22.004747,0.98443639,24.535278,3.7169706,-0.25398556
712.05,-0.76495695,-2.1501471,-25.960024,-41.411976,29.710459,2.0021424,15.102519,1.5089125,-121.579,60.824616,-161.34215,-46.413657,-13.70272,-22.013353,0.82453756,24.507018,3.6459152,-0.31853922
712.06,-0.731707,-1.9876518,-25.572849,-45.961341,25.801147,1.3206662,14.665284,1.7811662,-121.49006,60.674079,-161.55348,-46.450732,-13.656092,-22.025764,0.66367124,24.4819,3.5402361,-0.35702047
712.07,-0.56359748,-1.6645938,-25.150351,-50.629605,21.890654,1.1301365,14.188621,2.0090244,-121.43311,60.524132,-161.76497,-46.45626,-13.610087,-22.037895,0.51231048,24.457726,3.4041666,-0.37186433
712.08,-0.4918958,-1.4888229,-24.528995,-55.381646,18.178861,2.092355,13.666306,2.195156,-121.37746,60.374313,-161.97701,-46.469586,-13.56216,-22.04678,0.36983976,24.431522,3.2466346,-0.39079385
712.09,-0.4356291,-1.4232831,-23.808769,-59.072419,14.808164,3.4958293,13.081556,2.3492679,-121.31127,60.224761,-162.18888,-46.499202,-13.519269,-22.06036,0.22364596,24.412401,3.0513063,-0.43346517
712.1,-0.3933206,-1.3364794,-22.896601,-61.111131,11.242098,4.7240155,12.46178,2.4701429,-121.23357,60.07529,-162.40142,-46.549189,-13.480185,-22.066988,0.090887209,24.390978,2.8590887,-0.50171454
712.11,-0.37429776,-1.1416077,-21.763371,-61.945154,7.4255098,5.8723781,11.851012,2.5536196,-121.16576,59.927233,-162.61514,-46.560488,-13.444415,-22.072343,-0.031315237,24.370578,2.6522328,-0.56432849
712.12,-0.22054314,-0.82641484,-20.880687,-62.081009,3.6506357,6.196377,11.241006,2.5908178,-121.09624,59.7798,-162.82962,-46.5326,-13.408851,-22.077211,-0.14261838,24.350078,2.4241467,-0.62896145
712.13,-0.13246522,-0.6696012,-20.106754,-62.286194,0.42856112,5.4445064,10.61071,2.5920912,-121.01405,59.632825,-163.04359,-46.502165,-13.377286,-22.085565,-0.24409346,24.334209,2.1847947,-0.70759879
712.14,-0.044112374,-0.86678375,-19.121365,-62.608046,-2.15433,4.0210639,9.9930813,2.5695228,-120.968,59.487099,-163.25608,-46.475911,-13.344709,-22.095628,-0.34305622,24.317818,1.9188257,-0.7417381
712.15,-0.15589654,-1.2082502,-17.651671,-63.457277,-3.8292645,2.9661432,9.3728689,2.5340751,-120.95697,59.341354,-163.46695,-46.496469,-13.319573,-22.097708,-0.43422718,24.298321,1.6556412,-0.75917763
712.16,-0.16049292,-1.5166016,-15.928608,-65.260208,-4.4813273,3.1342127,8.7375607,2.4776158,-120.94447,59.193409,-163.67741,-46.50635,-13.308715,-22.096696,-0.50515873,24.284628,1.4244043,-0.80575498
712.17,-0.073172189,-1.3558755,-14.540679,-66.300337,-4.225773,3.4099551,8.0706583,2.4248967,-120.90988,59.042849,-163.89027,-46.452891,-13.298106,-22.089016,-0.55131106,24.267281,1.2582153,-0.87513515
712.18,-0.12273846,-0.95119422,-13.760648,-65.516902,-3.3775349,2.6146486,7.3863011,2.3795079,-120.87042,58.892283,-164.10532,-46.439851,-13.29271,-22.087908,-0.59106095,24.258501,1.1135475,-0.94284855
712.19,-0.13094702,-0.68291525,-13.52299,-63.196239,-2.8773634,0.88596857,6.739304,2.3501014,-120.85511,58.743511,-164.32068,-46.473504,-13.278865,-22.090856,-0.62955291,24.248605,0.98086266,-0.95395361
712.2,-0.3511776,-0.48501829,-13.563213,-61.115779,-3.1468279,-0.60719476,6.131856,2.3298389,-120.86449,58.595821,-164.53633,-46.518811,-13.264333,-22.087407,-0.66411645,24.232906,0.86445633,-0.9394004
712.21,-0.3232688,-0.36154338,-13.815935,-60.40466,-4.486327,-1.2073076,5.5391622,2.3006224,-120.88609,58.44873,-164.75223,-46.549709,-13.255198,-22.083415,-0.69956119,24.219859,0.73766879,-0.92198715
712.22,-0.16084639,-0.12982038,-14.090625,-60.63272,-6.6075166,-1.0049945,4.9286636,2.2505556,-120.90165,58.302074,-164.96842,-46.546049,-13.240101,-22.077736,-0.74139015,24.202481,0.57449646,-0.90157444
712.23,-0.053572533,0.024768372,-13.951441,-60.713125,-9.0021502,-0.8259696,4.3173934,2.1722953,-120.91742,58.156628,-165.18445,-46.569334,-13.227556,-22.082803,-0.78894107,24.196003,0.37011134,-0.87036417
712.24,0.068269677,-0.062953054,-13.150971,-60.522609,-11.16298,-1.0757939,3.7080325,2.0692783,-120.92616,58.01108,-165.40077,-46.613577,-13.21433,-22.084738,-0.83094851,24.187215,0.15531347,-0.84582201
712.25,-0.0053755969,-0.30820988,-12.183725,-61.209266,-12.515405,-1.2991388,3.1109873,1.9455506,-120.94787,57.864905,-165.61721,-46.625023,-13.207182,-22.082804,-0.85928166,24.178211,-0.04677361,-0.82259322
712.26,0.13941839,-0.50622558,-11.596526,-62.089949,-12.207493,-1.2486128,2.5025503,1.8101092,-120.97542,57.717826,-165.83378,-46.539843,-13.205444,-22.081006,-0.87170898,24.171127,-0.22203303,-0.80230385
712.27,0.2325716,-0.50848823,-11.389078,-62.512076,-10.276405,-0.8146942,1.8563211,1.6803569,-120.99112,57.57072,-166.04951,-46.457083,-13.205401,-22.076092,-0.88668963,24.161873,-0.3973096,-0.79783226
712.28,0.24712346,-0.47439511,-11.23976,-61.840493,-7.8088104,-0.81424746,1.2279028,1.5951192,-120.99394,57.4243,-166.2652,-46.454412,-13.209094,-22.078352,-0.90685782,24.161559,-0.53909086,-0.79838298
712.29,0.16653661,-0.31339462,-10.756624,-60.546454,-5.8572377,-1.7640587,0.62082242,1.5412291,-120.99754,57.278025,-166.48107,-46.470701,-13.208124,-22.076223,-0.9212478,24.155168,-0.6361637,-0.79079839
712.3,-0.030879585,-0.18220332,-10.194307,-60.053549,-4.9096027,-3.0704559,0.026807283,1.4900775,-121.02268,57.132101,-166.69669,-46.483941,-13.211383,-22.07241,-0.92667879,24.149746,-0.70886568,-0.77068035
712.31,0.034985628,-0.19394957,-9.8885946,-60.267344,-4.3380444,-3.5205106,-0.57291498,1.4402478,-121.06861,56.987315,-166.91177,-46.444196,-13.20867,-22.069115,-0.92474824,24.140936,-0.76243343,-0.7147041
712.32,0.0074081912,-0.21764101,-9.7279042,-60.478592,-3.8422874,-3.2368962,-1.181906,1.3994917,-121.11225,56.843077,-167.12617,-46.420207,-13.208284,-22.064926,-0.9247298,24.132903,-0.81056676,-0.66522827
712.33,0.0022915088,-0.46675489,-9.6219912,-60.497596,-3.8634376,-2.8226974,-1.7926435,1.3679838,-121.12697,56.697769,-167.34043,-46.478545,-13.216533,-22.06333,-0.92590343,24.133083,-0.8520221,-0.66013409
712.34,-0.10261924,-0.64085672,-9.3967838,-60.476073,-4.5167854,-2.83729,-2.3912227,1.3313935,-121.15167,56.552555,-167.55442,-46.563328,-13.219268,-22.054689,-0.92111099,24.124525,-0.88451236,-0.64263053
712.35,-0.15505197,-0.77614783,-9.0937269,-59.876065,-5.0613327,-2.9070863,-2.9963946,1.2767941,-121.18377,56.407263,-167.76807,-46.614596,-13.230002,-22.044764,-0.91601967,24.118481,-0.9344354,-0.63481264
712.36,-0.013417774,-0.8404021,-9.0529794,-58.437607,-5.2055968,-3.0210969,-3.6068987,1.2132312,-121.21562,56.261261,-167.98156,-46.595236,-13.237476,-22.033798,-0.90704977,24.109201,-0.98421881,-0.62355375
712.37,-0.044334759,-0.84929749,-9.1657342,-56.181909,-4.8846369,-3.7197045,-4.1815947,1.1668863,-121.22676,56.113996,-168.1958,-46.606987,-13.251538,-22.02623,-0.89416324,24.106333,-1.0087749,-0.64572654
712.38,-0.14916148,-0.97276911,-9.3870041,-54.063187,-4.2390229,-4.3592833,-4.7234326,1.1173227,-121.26496,55.968157,-168.41063,-46.661812,-13.263267,-22.01884,-0.89052228,24.102846,-1.0557739,-0.63119228
712.39,-0.50794017,-0.97700231,-9.6382026,-51.631259,-3.5435739,-4.5308921,-5.250631,1.067041,-121.32702,55.823926,-168.62507,-46.697321,-13.276215,-22.00303,-0.88800166,24.093257,-1.1053109,-0.6047514
712.4,-0.61986294,-0.96417263,-9.8205228,-48.921998,-2.943683,-3.1985748,-5.7794375,1.0334677,-121.36546,55.680147,-168.83951,-46.730869,-13.291131,-21.98602,-0.88336535,24.083429,-1.1359661,-0.61030357
712.41,-0.47787711,-0.76962449,-10.088843,-44.995472,-2.7663261,-0.86467269,-6.2391619,1.012117,-121.38643,55.537289,-169.05391,-46.799941,-13.298822,-21.965252,-0.88199429,24.067341,-1.1631505,-0.62592666
712.42,-0.35664772,-0.49955756,-10.168723,-39.294827,-3.1732764,1.0834031,-6.6779748,0.98309719,-121.38,55.395762,-169.26973,-46.85218,-13.314508,-21.953117,-0.8860258,24.063796,-1.2136425,-0.67253887
712.43,-0.23798822,-0.23380861,-9.8753736,-33.196865,-3.7704691,2.2069556,-7.0517027,0.9508678,-121.34774,55.256934,-169.48712,-46.876771,-13.327264,-21.943027,-0.89285927,24.060723,-1.275729,-0.73357084
712.44,-0.47193185,0.16327974,-9.454535,-26.860911,-3.9312106,2.6301279,-7.3367338,0.9133434,-121.31254,55.121108,-169.70573,-46.869265,-13.334859,-21.930899,-0.88930527,24.053254,-1.3175345,-0.79071658
712.45,-0.53987593,0.58836063,-9.1808046,-21.378454,-3.6238597,2.3575612,-7.567456,0.8734284,-121.28757,54.987519,-169.92457,-46.857346,-13.339619,-21.921858,-0.87868367,24.04696,-1.3418053,-0.82902796
712.46,-0.47606377,1.1092048,-9.1363086,-15.800757,-3.0834427,1.5263971,-7.7606646,0.84346498,-121.25468,54.855123,-170.14377,-46.863751,-13.336605,-21.910048,-0.87257889,24.034482,-1.3664641,-0.86270758
712.47,-0.49452046,1.3255963,-9.0981591,-9.8114345,-3.108936,0.73581672,-7.9065031,0.82159876,-121.23615,54.72543,-170.36268,-46.907037,-13.335462,-21.908138,-0.8695646,24.031785,-1.3852357,-0.87018707
712.48,-0.60093111,1.1187561,-8.8660551,-4.0834904,-4.1010204,0.51858978,-7.9557998,0.7965951,-121.24199,54.598043,-170.58112,-46.985865,-13.326811,-21.908109,-0.8634389,24.027046,-1.3921332,-0.83517305
712.49,-0.96769084,0.77853085,-8.6395774,0.88377464,-5.1661106,1.477934,-7.9596077,0.74778959,-121.23621,54.469218,-170.79891,-47.037682,-13.325612,-21.897648,-0.85231856,24.016812,-1.4166835,-0.84316651
712.5,-1.203455,0.51521495,-8.3616427,5.2459881,-5.8745252,2.4990626,-7.9375751,0.68085409,-121.20068,54.339415,-171.01614,-47.134805,-13.327839,-21.881214,-0.83721673,24.002996,-1.4561353,-0.89678646
712.51,-1.2451097,0.68471254,-8.233745,9.5730471,-5.7210302,2.6213699,-7.8701033,0.6338126,-121.14797,54.209221,-171.2349,-47.244185,-13.325187,-21.864379,-0.82498445,23.987812,-1.4832867,-0.96299263
712.52,-1.1075623,0.89206294,-8.599883,12.768063,-5.4374845,1.8101442,-7.7363298,0.57978276,-121.12195,54.079983,-171.45368,-47.331512,-13.3209,-21.85231,-0.8037623,23.975782,-1.489431,-0.99642211
712.53,-0.99876974,0.87152638,-9.3746406,13.896998,-6.2834681,0.65912047,-7.5796537,0.53287928,-121.10675,53.950929,-171.67284,-47.370381,-13.313733,-21.843218,-0.79048222,23.964647,-1.5040577,-1.0094102
712.54,-0.97737138,0.84931745,-10.319383,12.752689,-7.9975503,-0.36599233,-7.4430713,0.47417843,-121.0951,53.822636,-171.89184,-47.428891,-13.314278,-21.833667,-0.79557673,23.957596,-1.5754621,-1.0263518
712.55,-1.0796182,0.87802871,-11.012369,11.295102,-9.9065247,-1.6193524,-7.3211827,0.37959692,-121.08738,53.694939,-172.11036,-47.523708,-13.316195,-21.817891,-0.80869914,23.946385,-1.7028048,-1.0419894
712.56,-1.1136391,1.0383258,-11.20329,11.19825,-11.005585,-3.1716214,-7.2276223,0.25762154,-121.09813,53.567629,-172.32892,-47.600187,-13.313342,-21.807031,-0.82108082,23.936433,-1.8515104,-1.0192358
712.57,-0.93093699,1.1569101,-11.22459,11.93691,-10.885076,-4.612245,-7.1226281,0.13966387,-121.12249,53.439534,-172.54871,-47.612265,-13.307288,-21.793656,-0.83869818,23.92224,-2.0068652,-0.97977206
712.58,-0.82607681,1.0022686,-11.105549,12.537314,-9.9346883,-5.478499,-6.9826951,0.028431016,-121.16572,53.30885,-172.76938,-47.612944,-13.304851,-21.786255,-0.85214294,23.913677,-2.1422276,-0.9237016
712.59,-0.70147984,0.78511798,-10.722884,12.724054,-8.0745423,-5.7686413,-6.8470852,-0.074280509,-121.21504,53.178152,-172.98995,-47.665674,-13.306007,-21.780952,-0.86665775,23.909528,-2.2714908,-0.86737031
712.6,-0.79109466,0.69127276,-10.323353,13.239244,-5.1189942,-5.5559254,-6.7386037,-0.16169259,-121.26327,53.046697,-173.21078,-47.720332,-13.307675,-21.768468,-0.8739602,23.900582,-2.3711343,-0.8282635
712.61,-0.79135049,0.62104115,-9.9752239,14.445164,-1.8338274,-5.32124,-6.6082313,-0.20053758,-121.31169,52.914999,-173.43203,-47.715154,-13.309463,-21.759911,-0.87454116,23.894911,-2.4057717,-0.79517369
712.62,-0.67964346,0.57310813,-10.032604,15.149222,0.794406,-4.9367331,-6.4396088,-0.19516245,-121.36291,52.783234,-173.65331,-47.658369,-13.30588,-21.750279,-0.87456152,23.884934,-2.3939531,-0.75825462
712.63,-0.75669037,0.45965982,-10.267292,13.941688,1.8695986,-4.1611604,-6.2735723,-0.17912541,-121.41862,52.651806,-173.87387,-47.62434,-13.310062,-21.743781,-0.87508153,23.881584,-2.3731862,-0.72917142
712.64,-0.84581963,0.35183118,-10.404879,11.880655,1.8424156,-3.3109855,-6.147682,-0.16062476,-121.45936,52.521024,-174.09368,-47.656271,-13.314333,-21.734471,-0.8851838,23.876416,-2.3755596,-0.71339669
712.65,-1.1447577,0.42721941,-10.418131,10.876058,1.4215932,-3.0910799,-6.0564272,-0.14783485,-121.4805,52.3906,-174.31235,-47.724906,-13.314649,-21.719566,-0.89190427,23.863807,-2.3786421,-0.71449129
712.66,-1.1493865,0.40207025,-10.361725,10.972753,0.18065164,-3.5931237,-5.9536373,-0.13712533,-121.50649,52.260408,-174.53056,-47.779102,-13.314873,-21.707597,-0.89510583,23.853241,-2.3741901,-0.70833437
712.67,-0.93032554,0.29073726,-10.469789,10.375959,-1.9465673,-4.3771268,-5.826366,-0.13646063,-121.55628,52.130376,-174.74841,-47.801481,-13.309368,-21.691955,-0.90015266,23.83613,-2.3814111,-0.67178782
712.68,-0.79096336,0.14455196,-10.446096,8.366518,-4.3658045,-5.308931,-5.7136015,-0.17582806,-121.60121,51.999345,-174.9648,-47.822046,-13.316287,-21.682781,-0.90821648,23.831261,-2.4373948,-0.65460489
712.69,-0.71074451,0.047351171,-10.07146,5.8175282,-6.1165013,-5.9350242,-5.6570535,-0.24755847,-121.64118,51.867164,-175.18058,-47.834062,-13.323173,-21.67326,-0.91745344,23.827091,-2.5298796,-0.64020795
712.7,-0.95403149,0.19148994,-9.4525364,3.6551222,-6.4899044,-6.5404415,-5.6191131,-0.32533311,-121.70647,51.735713,-175.3975,-47.801073,-13.326329,-21.66121,-0.91671199,23.818693,-2.6020965,-0.5964066
712.71,-0.95376183,0.22109261,-8.8146909,1.2185865,-5.8964539,-6.5662184,-5.5814963,-0.39533638,-121.76874,51.605763,-175.61419,-47.790697,-13.327159,-21.649496,-0.90707908,23.808168,-2.6449923,-0.55007814
712.72,-0.77729499,0.14721016,-8.4111734,-2.4450447,-4.5899584,-5.8581852,-5.566954,-0.45692636,-121.83105,51.476136,-175.82976,-47.844355,-13.321894,-21.636968,-0.89463303,23.793502,-2.6721672,-0.49167447
712.73,-0.61841213,-0.057631476,-8.1581856,-6.0109829,-2.2794706,-5.1924978,-5.620209,-0.5072459,-121.87684,51.345621,-176.0448,-47.898843,-13.328969,-21.630564,-0.87820689,23.791039,-2.6815165,-0.46781506
712.74,-0.59777451,-0.22437002,-7.9378955,-7.7065769,0.80871726,-4.5932876,-5.7199579,-0.52640096,-121.92153,51.2145,-176.25966,-47.908012,-13.335087,-21.622773,-0.86037255,23.786458,-2.6572219,-0.44763862
712.75,-0.89011296,-0.17928078,-8.0013863,-6.5399459,3.5492612,-4.5376632,-5.8034727,-0.49957342,-121.97078,51.083194,-176.47462,-47.894942,-13.342381,-21.610833,-0.83976216,23.778851,-2.5809726,-0.43741794
712.76,-0.94057745,-0.13178567,-8.3576222,-3.8651333,4.594278,-4.2337831,-5.8586461,-0.44341093,-122.01685,50.952191,-176.68898,-47.925641,-13.344305,-21.597884,-0.81754335,23.76746,-2.4709845,-0.42476535
712.77,-0.89409017,0.011355733,-8.8919477,-1.5695948,3.7434397,-3.220583,-5.8758297,-0.39503637,-122.07291,50.821185,-176.90295,-47.955929,-13.344605,-21.582133,-0.8067381,23.753039,-2.3950618,-0.40072153
712.78,-0.80321402,0.013299232,-9.344934,0.69682075,1.4453063,-1.7159884,-5.8752121,-0.37165379,-122.10441,50.691091,-177.11706,-47.993981,-13.352569,-21.573751,-0.80192772,23.749432,-2.3602858,-0.40181961
712.79,-0.80497442,0.050337667,-9.3535227,3.3304322,-1.3242795,-0.4509896,-5.8723403,-0.36567854,-122.10628,50.563333,-177.33195,-48.064817,-13.354252,-21.563569,-0.79988767,23.741193,-2.3512384,-0.41411856
712.8,-0.99250831,0.25199231,-9.1565394,6.0947496,-3.7482832,-0.16666746,-5.8248925,-0.39497917,-122.09291,50.437024,-177.54821,-48.104062,-13.359708,-21.550583,-0.79579242,23.73295,-2.3744063,-0.44859185
